id,title,question_text,choices
9174606,Question 180,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">User-Centered Design focuses on:<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Technical specifications; User needs and experiences; Code efficiency; System architecture; questions_205841020325.csv
9174607,Question 181,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Incorporating testing strategies early in the design process helps to:<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Increase costs; Identify potential issues; Delay project timelines; None of the above; questions_205841020325.csv
9174608,Question 182,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What is the main goal of the Object-Oriented Paradigm?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",To create complex systems; To promote code reusability and maintainability; To eliminate all bugs; To reduce development time; questions_205841020325.csv
9174609,Question 183,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">The SDLC framework helps to mitigate what?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Costs; Risks; Time; All of the above; questions_205841020325.csv
9174610,Question 184,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle emphasizes that a class should have only one reason to change?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Single Responsibility Principle; Open/Closed Principle; Liskov Substitution Principle; Interface Segregation Principle; questions_205841020325.csv
9174611,Question 185,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: Modularity allows for easier testing and debugging.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_205841020325.csv
9174612,Question 186,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is NOT a core principle of software design?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Abstraction; Encapsulation; Inheritance; Overloading; questions_205841020325.csv
9174613,Question 187,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following principles helps manage complexity by hiding unnecessary details?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Abstraction; Encapsulation; Separation of Concerns; Modularity; questions_205841020325.csv
9174614,Question 188,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">What does the acronym KISS stand for?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>","Keep It Simple, Stupid; Keep It Short and Simple; Keep It Secure and Simple; None of the above; questions_205841020325.csv"
9174615,Question 189,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle advocates for dividing a program into distinct sections?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Modularity; Separation of Concerns; Encapsulation; Abstraction; questions_205841020325.csv
9174616,Question 190,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: Clean Code Principles aim to increase technical debt.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_205841020325.csv
9174617,Question 191,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a benefit of User-Centered Design?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Increased complexity; Improved user satisfaction; Higher costs; None of the above; questions_205841020325.csv
9174618,Question 192,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle emphasizes that you aren't going to need it?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",KISS; DRY; YAGNI; SOLID; questions_205841020325.csv
9174619,Question 193,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a key aspect of the Software Development Lifecycle?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Deployment; Testing; Design; All of the above; questions_205841020325.csv
9174620,Question 194,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: UML Diagrams are used to write code.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_205841020325.csv
9174621,Question 195,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle helps to reduce the cost of fixing defects later in the development cycle?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Testing and Validation; Modularity; Abstraction; Encapsulation; questions_205841020325.csv
9174622,Question 196,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a characteristic of Clean Code?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Complexity; Readability; Obscurity; None of the above; questions_205841020325.csv
9174623,Question 197,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle is focused on protecting data integrity?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Encapsulation; Abstraction; Modularity; Separation of Concerns; questions_205841020325.csv
9174624,Question 198,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">True or False: Composition Over Inheritance suggests using class inheritance for complex behaviors.<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",TRUE; FALSE; questions_205841020325.csv
9174625,Question 199,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following principles is NOT part of the SOLID principles?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Single Responsibility Principle; Open/Closed Principle; Liskov Substitution Principle; Modular Responsibility Principle; questions_205841020325.csv
9174626,Question 200,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which principle emphasizes simplicity in design?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",KISS; DRY; YAGNI; All of the above; questions_205841020325.csv
9174627,Question 201,"<link rel=""stylesheet"" href=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286017/dp_app.css"">Which of the following is a benefit of modularity?<script src=""https://instructure-uploads.s3.amazonaws.com/account_73010000000000001/attachments/24286016/dp_app.js""></script>",Increased complexity; Easier testing; Reduced maintainability; None of the above; questions_205841020325.csv
